bike_id,lat,lon,is_disabled,is_reserved
b7e1757a-a0cd-4860-8ba0-d9434d2fa618,34.0836448669434,-118.357284545898,False,False
9aa3979c-d854-4c88-a223-07a519200a81,34.0835838317871,-118.358489990234,False,False
40a0c372-6598-4dd4-8e03-88ac262c7b9e,33.9821395874023,-118.461631774902,False,False
e3f3fd5c-90cf-40b3-a64c-ea00e4b55299,34.0998802185059,-118.331100463867,False,False
fd91de5f-af65-4752-96f2-da8d3d5d2749,34.0995750427246,-118.344650268555,False,False
b387ad92-a43b-4f3a-9800-9f2109a2856d,34.0802192687988,-118.361221313477,False,False
7ad39760-8452-49e5-a845-a77465b9dcb0,33.9914245605469,-118.44743347168,False,False
00af7350-b564-4213-a481-adcf63ea97d7,34.0554084777832,-118.299591064453,False,False
8037a3a5-ef06-4ebd-a110-a2473fb19432,34.0888023376465,-118.310592651367,False,False
0e3f5222-f68f-4ca5-9f31-9083971a77d6,34.087205,-118.326247,False,False
927151c5-c42a-4710-bd7f-a2780472718b,34.0837097167969,-118.353424072266,False,False
8fe14ad3-3cb3-4d10-8994-a0cd903d5cb9,34.0979118347168,-118.330986022949,False,False
25750fc0-cdbc-4a45-bc20-ade848e521b1,34.1006278991699,-118.339073181152,False,False
72a695cf-f12c-499d-8785-7166147fed2b,34.0794334411621,-118.361488342285,False,False
f64ea26b-5cd6-436c-bf7e-95bddfe05eac,34.0981674194336,-118.338485717773,False,False
d081aacf-fdfe-4715-be48-3557e989f5fd,34.0837211608887,-118.358505249023,False,False
de18fef1-e2c7-4f23-801d-1e640211bbf4,34.0543937683105,-118.295310974121,False,False
4cb52ff7-5887-4c0b-a9fb-430d000cbe30,33.990650177002,-118.477012634277,False,False
b706cab0-713f-4ca9-a27f-e776454ac8df,34.099925994873,-118.332580566406,False,False
15a1e48d-1b2f-4e6e-88f9-8fc1f0b89f7f,34.0611343383789,-118.297294616699,False,False
ac9a8c91-2c46-4589-96be-cbf11fee9c5b,34.1019172668457,-118.338859558105,False,False
787d30a0-89f3-47e9-b986-afd2d4ec6566,34.0961647033691,-118.346237182617,False,False
cdc78af4-7133-4a27-8bca-a7f64a3605de,34.1008033752441,-118.341621398926,False,False
64eedec4-3bad-4414-a2be-9a111f09089b,34.0838050842285,-118.37313079834,False,False
29260b14-e08c-462c-b4fe-61c72add0d2c,34.1004981994629,-118.33895111084,False,False
ea20ffc4-fd34-4452-b8b6-cda6c86929fe,34.0688552856445,-118.296096801758,False,False
4db97d8d-b0f0-4821-b14a-7095037d8143,34.0978660583496,-118.328437805176,False,False
27a75b7e-fe72-48aa-8a06-c1ee281a8553,34.001823,-118.462399,False,False
25600a2f-a420-49ab-b133-e14732421e1e,34.1002540588379,-118.344764709473,False,False
04bfb1df-7ae3-45ac-8c90-1c0e522c6fe6,34.0394973754883,-118.243988037109,False,False
1b4dfadf-9b21-48e1-9d87-6d1a3d115097,34.085355,-118.348048,False,False
ea0b4c35-cae8-49e9-afba-e8c498d69ce1,34.0405502319336,-118.268127441406,False,False
59acf270-c386-451f-ab0f-a6fdf0bb2ceb,34.1161155700684,-118.321319580078,False,False
74630dcf-d5d3-40a4-9b55-09e161cb2c9b,34.0569190979004,-118.304237365723,False,False
2ca18c57-23f2-4664-a89c-a5741c15649a,34.1002998352051,-118.344718933105,False,False
f77730b7-9415-46dd-8762-80da85b7475a,34.1017036437988,-118.337173461914,False,False
fe94b2f8-71b2-43a5-8d85-c7467dccf658,34.1004753112793,-118.338973999023,False,False
8258288a-c256-4614-8908-96988b207be4,34.0617256164551,-118.297065734863,False,False
0f84986d-ea45-4746-8c79-727d8259a434,34.1004066467285,-118.341262817383,False,False
a77c08f3-9985-4b3f-abee-6b8481d48450,34.1005210876465,-118.343193054199,False,False
70c5eb71-7040-46ef-80f1-241242e1fe1c,33.986686706543,-118.471122741699,False,False
dce57b11-422d-495b-8872-f8dc08e3c067,33.9828720092773,-118.469703674316,False,False
f772bdc5-2510-4b9b-88a4-07fb59a5d307,34.0802345275879,-118.361198425293,False,False
4b95a497-0a0a-4c69-8d16-ee379969e810,34.0483322143555,-118.261184692383,False,False
542aaf89-a467-49cf-9e46-2a1c58a22643,34.1071472167969,-118.328346252441,False,False
427a0eb2-73d2-429a-a690-b85ccaca6f71,34.0982246398926,-118.360397338867,False,False
94a5aca3-0200-4adf-b4ae-7105f953fc4e,33.9867897033691,-118.471458435059,False,False
b0951664-f553-41bc-9e95-4951e99b2687,34.0833740234375,-118.356285095215,False,False
c0840761-4c42-4e9f-8098-fb26f6cd47bf,34.0998725891113,-118.332290649414,False,False
4a68e0f7-c6d7-40e5-a41c-879de05cc3bc,34.1121520996094,-118.335250854492,False,False
6ef61b60-4e8c-4f69-95aa-70a92b21cb51,34.0836448669434,-118.357246398926,False,False
bbc9904d-aabe-4ac7-94eb-c56587b981ee,34.072338104248,-118.361228942871,False,False
df8e84e1-be72-4a7b-8365-e538025ebe68,34.1004676818848,-118.341285705566,False,False
980ff0bd-21c6-469d-a616-c3d90c4afd28,34.1003799438477,-118.343284606934,False,False
c344df61-2195-41f0-8135-ce9801e40c61,33.9866752624512,-118.471229553223,False,False
5d0f97c8-93b6-45ce-962f-da27dddb5db2,34.1007957458496,-118.339004516602,False,False
0fbeca4b-1fe1-4495-aca8-cc080938c275,33.9882926940918,-118.471519470215,False,False
67865a43-2acc-4dfb-8080-9871fbbb44b9,34.1002044677734,-118.344619750977,False,False
25145040-4ab3-454c-8b4c-49d491843bde,34.1002006530762,-118.339317321777,False,False
50e4c65d-e4e7-4abb-86c9-b4698b82a625,34.0998153686523,-118.332405090332,False,False
8d50271a-ac1c-479f-b304-9f58389bdf31,34.0985870361328,-118.347885131836,False,False
62339509-8bd1-4025-abdc-bacd879db061,34.1042366027832,-118.329765319824,False,False
76904315-b9ba-4b76-aa33-bf4f50d82aea,34.0686683654785,-118.344161987305,False,False
a02ac747-da6f-4180-b064-aaf4a90c8132,34.0837287902832,-118.358520507812,False,False
b9a0a11c-b57f-4428-8797-a1e6376f9127,34.0837593078613,-118.357131958008,False,False
2ad57248-cd4d-42a2-b19a-d551e2790050,34.0998802185059,-118.332420349121,False,False
d249b477-ef04-465f-b617-193211ae9e8e,34.1028594970703,-118.334655761719,False,False
46321e35-d06a-41e4-8a31-796d31e62450,33.9868125915527,-118.47142791748,False,False
ddfc0683-e9d6-4193-a195-5c1e87a66ed2,34.0687217712402,-118.295372009277,False,False
e7a15bf3-0fe5-4404-9651-4f9c9dee0521,34.0926704406738,-118.334663391113,False,False
64cc2d73-3ad4-4660-8b93-f2fcc958ad73,34.1003952026367,-118.343383789062,False,False
3421c31a-fab7-4eff-8286-6d53cd9d1198,34.1027679443359,-118.342498779297,False,False
02c7824a-c788-44d8-a443-00149051a502,34.101016998291,-118.338981628418,False,False
