bike_id,lat,lon,is_disabled,is_reserved
6c916156-fc13-49e3-b1be-9df2177cd1eb,33.9877014160156,-118.453254699707,False,False
797ac60b-70fb-4c38-8d66-8801efd31616,34.0863952636719,-118.344284057617,False,False
3adb87f7-94f7-4104-be4b-009f44d064f5,33.9895820617676,-118.473648071289,False,False
cd4e2b2b-c98f-479e-8f8a-dab300b07eee,33.9867057800293,-118.471221923828,False,False
7b31e4e6-1801-4d5d-b41a-bd7dfc40a025,33.981689453125,-118.462936401367,False,False
b3fe5802-741f-4caf-87aa-504f819bfb72,34.0617904663086,-118.300712585449,False,False
0019c806-2045-4814-ba2f-b799d2e94ebd,34.0614547729492,-118.290603637695,False,False
0f8ef1cc-8d31-4691-953a-fade17e480e3,34.0803031921387,-118.361190795898,False,False
9aa3979c-d854-4c88-a223-07a519200a81,34.0836982727051,-118.357467651367,False,False
8b9b92db-9b19-4a49-8b34-6dde971c8977,34.0617713928223,-118.310592651367,False,False
4753bf4a-a0af-4dc1-8e52-4f360b413c53,34.1004028320312,-118.343452453613,False,False
15d7c69d-9501-4a51-90e4-30207069cdf6,34.0617828369141,-118.307861328125,False,False
33277b2d-fe15-4d68-8b77-c0ddb65745ca,34.0615768432617,-118.309295654297,False,False
5bc15d8a-efd9-4a81-a8a5-a80aab85905b,34.0461463928223,-118.258270263672,False,False
f614c9fe-675d-4c5f-8ad5-d4eaa5824612,33.9848899841309,-118.469795227051,False,False
f6b10f8b-61a3-44d1-9338-15251e579da2,34.0613098144531,-118.290458679199,False,False
779470b8-e7e5-4204-a9c7-4fd42562a445,33.97021484375,-118.454437255859,False,False
a77c08f3-9985-4b3f-abee-6b8481d48450,34.1041297912598,-118.342781066895,False,False
30bc2df4-1c3a-47fa-9e82-ed6380c9cd14,34.0618362426758,-118.308403015137,False,False
2f0e7df0-7275-471f-9a07-5402a57713ce,33.9913597106934,-118.447402954102,False,False
b7e1757a-a0cd-4860-8ba0-d9434d2fa618,33.9857711791992,-118.468841552734,False,False
a0f0ea19-a7af-45c3-9cfe-aee9d750083c,34.083568572998,-118.352973937988,False,False
d63e6edf-338e-4e03-9b0d-c63a9d050892,34.0979690551758,-118.368148803711,False,False
b387ad92-a43b-4f3a-9800-9f2109a2856d,34.0961685180664,-118.341842651367,False,False
3481b20d-0d3c-4589-b47d-1ea0233b3b45,33.988452911377,-118.473922729492,False,False
1f9c630f-b890-4911-828b-eec5b61958eb,34.0685577392578,-118.294677734375,False,False
532e8996-179e-4575-8bee-dd397f696e75,33.9875068664551,-118.473846435547,False,False
10cc4223-584b-48c4-b82f-985cdea07da6,34.0904312133789,-118.339447021484,False,False
ea872626-3e60-405f-9a5f-ffe90ed7469f,34.061710357666,-118.302261352539,False,False
f772bdc5-2510-4b9b-88a4-07fb59a5d307,34.0803184509277,-118.361228942871,False,False
889a6a7f-660f-47a6-94c5-561fb3aa6b97,34.0618438720703,-118.309303283691,False,False
020205b0-31ba-471f-a453-87c7f8615713,34.0616455078125,-118.300895690918,False,False
baa0b2bd-cbec-4fc2-95f7-cb581fbd72ad,34.0884246826172,-118.348754882812,False,False
82f95d4b-d238-42f7-8f3e-4cbf249bc2ff,34.1003875732422,-118.343338012695,False,False
dbb78248-61ea-4a5a-beb3-9d12d0d618a0,34.1006927490234,-118.345222473145,False,False
39f70e01-cb64-4882-aa2e-e75e5dd71e7a,33.9857864379883,-118.46891784668,False,False
30dca756-3292-4672-af03-85d85d7b26a7,33.9896087646484,-118.473648071289,False,False
b0951664-f553-41bc-9e95-4951e99b2687,34.0657157897949,-118.345031738281,False,False
46559de9-a14b-42db-be38-ba83ba076a2f,33.9876747131348,-118.453315734863,False,False
4b5b0d30-12ec-43d4-acec-6af2bbefbb8f,33.9991035461426,-118.473045349121,False,False
8e2c95ec-a3ea-440e-9cb6-f0df6a06ecc7,34.0620422363281,-118.309303283691,False,False
915b3f8c-e9c2-4953-8b87-87c7ac7840f3,34.0998191833496,-118.325813293457,False,False
308c41f1-1dee-4b5d-99cd-cd0edfcbf439,34.0837326049805,-118.357147216797,False,False
a02e2f5b-c36c-45aa-8e1d-f34413ecdb74,34.0836372375488,-118.35710144043,False,False
3073b74b-0903-4f7d-8d53-c40ebed8619a,34.0596923828125,-118.309013366699,False,False
15a1e48d-1b2f-4e6e-88f9-8fc1f0b89f7f,34.0632629394531,-118.296806335449,False,False
41c0165a-4e48-451f-bca3-ff846993ba7a,34.0597229003906,-118.308898925781,False,False
bad58766-8a26-4f03-80ec-d8a229535a52,34.0614471435547,-118.300468444824,False,False
7f5c4a5a-47c4-4773-9e52-c01a27e6583b,34.0607872009277,-118.309280395508,False,False
ea84e631-6a54-4805-aa8c-da8a387262b3,34.0617561340332,-118.309463500977,False,False
f0ee5a6f-5483-4eb8-9db4-8a816b248355,33.996898651123,-118.478622436523,False,False
be64b926-ea96-4cfc-a4d2-24ea80ef5144,33.9974136352539,-118.478820800781,False,False
25750fc0-cdbc-4a45-bc20-ade848e521b1,34.1003913879395,-118.339073181152,False,False
0b213dc1-8698-4f4f-92aa-94743a2129f2,34.0852813720703,-118.324081420898,False,False
61cffd27-0dd1-4628-8a83-19f1c36b7d52,34.0621452331543,-118.307998657227,False,False
72a695cf-f12c-499d-8785-7166147fed2b,34.0835151672363,-118.352142333984,False,False
d1353d51-e310-4f1b-9a0f-827fa2882535,33.9910087585449,-118.447250366211,False,False
cd9512f1-4662-49d6-aa88-73ce3a6a8e80,34.0834465026855,-118.358581542969,False,False
b9a0a11c-b57f-4428-8797-a1e6376f9127,33.9869194030762,-118.471801757812,False,False
189ec2e4-19d3-41a4-b96c-497a6362675e,33.9972038269043,-118.478973388672,False,False
7fdf44f9-1a8f-4a2b-8bfd-4a11b4469748,34.0977172851562,-118.317741394043,False,False
9154886d-2283-47ec-beb6-95df94cc38fd,34.0835647583008,-118.352142333984,False,False
99272e12-bfc1-4a73-8ace-3f531ccd0d2b,34.0909881591797,-118.34098815918,False,False
5a2bcbd3-f561-4f27-b8b2-3a4fcfe8a9f3,33.9812965393066,-118.46363067627,False,False
25145040-4ab3-454c-8b4c-49d491843bde,34.0838050842285,-118.36612701416,False,False
ae0b101b-3e82-4ed0-a4b9-59fd8b7e8fae,34.0456237792969,-118.258773803711,False,False
bbc9904d-aabe-4ac7-94eb-c56587b981ee,34.0978240966797,-118.349647521973,False,False
74630dcf-d5d3-40a4-9b55-09e161cb2c9b,34.0617942810059,-118.300773620605,False,False
8fe14ad3-3cb3-4d10-8994-a0cd903d5cb9,34.1004638671875,-118.343376159668,False,False
3fe3605b-6c06-4384-a9fd-3e360695ba75,34.0609092712402,-118.30916595459,False,False
