"old_nc_name","new_nc_name","nc_id","Month","Avg deployment"
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2021-08-01,2
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2021-09-01,2
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2021-10-01,7
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2021-11-01,8
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2021-12-01,8
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2020-01-01,1
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2020-02-01,2
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2020-03-01,3
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2020-04-01,0
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2020-05-01,0
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2020-06-01,2
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2020-07-01,2
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2020-08-01,2
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2020-09-01,5
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2020-10-01,2
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2020-11-01,2
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2020-12-01,1
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2019-01-01,0
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2019-02-01,0
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2019-03-01,1
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2019-04-01,3
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2019-05-01,7
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2019-06-01,8
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2019-07-01,11
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2019-08-01,10
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2019-09-01,6
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2019-10-01,3
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2019-11-01,2
"EMPOWERMENT CONGRESS SOUTHEAST AREA NDC","EMPOWERMENT CONGRESS SOUTHEAST AREA NDC",87,2019-12-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2022-01-01,3
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2022-02-01,3
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2022-03-01,3
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2022-04-01,3
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2022-05-01,3
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2022-06-01,4
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2022-07-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2022-08-01,3
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2022-09-01,3
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2022-10-01,NA
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2022-11-01,NA
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2022-12-01,NA
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2021-01-01,0
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2021-02-01,1
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2021-03-01,1
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2021-04-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2021-05-01,1
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2021-06-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2021-07-01,3
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2021-08-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2021-09-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2021-10-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2021-11-01,3
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2021-12-01,3
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2020-01-01,0
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2020-02-01,1
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2020-03-01,1
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2020-04-01,0
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2020-05-01,0
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2020-06-01,1
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2020-07-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2020-08-01,1
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2020-09-01,0
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2020-10-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2020-11-01,1
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2020-12-01,1
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2019-01-01,0
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2019-02-01,0
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2019-03-01,0
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2019-04-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2019-05-01,3
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2019-06-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2019-07-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2019-08-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2019-09-01,3
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2019-10-01,2
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2019-11-01,1
"EMPOWERMENT CONGRESS SOUTHWEST AREA NDC","EMPOWERMENT CONGRESS SOUTHWEST AREA NDC",84,2019-12-01,1
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2022-01-01,20
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2022-02-01,25
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2022-03-01,29
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2022-04-01,26
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2022-05-01,36
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2022-06-01,39
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2022-07-01,29
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2022-08-01,48
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2022-09-01,42
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2022-10-01,NA
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2022-11-01,NA
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2022-12-01,NA
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2021-01-01,3
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2021-02-01,3
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2021-03-01,6
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2021-04-01,9
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2021-05-01,11
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2021-06-01,13
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2021-07-01,15
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2021-08-01,17
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2021-09-01,17
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2021-10-01,18
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2021-11-01,26
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2021-12-01,22
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2020-01-01,19
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2020-02-01,27
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2020-03-01,18
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2020-04-01,1
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2020-05-01,1
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2020-06-01,3
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2020-07-01,4
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2020-08-01,6
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2020-09-01,10
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2020-10-01,10
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2020-11-01,7
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2020-12-01,4
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2019-01-01,1
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2019-02-01,1
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2019-03-01,1
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2019-04-01,21
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2019-05-01,35
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2019-06-01,44
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2019-07-01,47
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2019-08-01,57
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2019-09-01,47
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2019-10-01,44
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2019-11-01,33
"EMPOWERMENT CONGRESS WEST AREA NDC","EMPOWERMENT CONGRESS WEST AREA NDC",79,2019-12-01,20
"ENCINO NC","ENCINO NC",18,2022-01-01,19
"ENCINO NC","ENCINO NC",18,2022-02-01,14
"ENCINO NC","ENCINO NC",18,2022-03-01,26
"ENCINO NC","ENCINO NC",18,2022-04-01,25
"ENCINO NC","ENCINO NC",18,2022-05-01,18
"ENCINO NC","ENCINO NC",18,2022-06-01,12
"ENCINO NC","ENCINO NC",18,2022-07-01,15
"ENCINO NC","ENCINO NC",18,2022-08-01,48
"ENCINO NC","ENCINO NC",18,2022-09-01,45
"ENCINO NC","ENCINO NC",18,2022-10-01,NA
"ENCINO NC","ENCINO NC",18,2022-11-01,NA
"ENCINO NC","ENCINO NC",18,2022-12-01,NA
"ENCINO NC","ENCINO NC",18,2021-01-01,5
"ENCINO NC","ENCINO NC",18,2021-02-01,18
"ENCINO NC","ENCINO NC",18,2021-03-01,12
"ENCINO NC","ENCINO NC",18,2021-04-01,5
"ENCINO NC","ENCINO NC",18,2021-05-01,9
"ENCINO NC","ENCINO NC",18,2021-06-01,20
"ENCINO NC","ENCINO NC",18,2021-07-01,19
"ENCINO NC","ENCINO NC",18,2021-08-01,36
"ENCINO NC","ENCINO NC",18,2021-09-01,39
"ENCINO NC","ENCINO NC",18,2021-10-01,32
"ENCINO NC","ENCINO NC",18,2021-11-01,19
"ENCINO NC","ENCINO NC",18,2021-12-01,18
"ENCINO NC","ENCINO NC",18,2020-01-01,14
"ENCINO NC","ENCINO NC",18,2020-02-01,11
"ENCINO NC","ENCINO NC",18,2020-03-01,7
"ENCINO NC","ENCINO NC",18,2020-04-01,2
"ENCINO NC","ENCINO NC",18,2020-05-01,3
"ENCINO NC","ENCINO NC",18,2020-06-01,3
"ENCINO NC","ENCINO NC",18,2020-07-01,11
"ENCINO NC","ENCINO NC",18,2020-08-01,16
"ENCINO NC","ENCINO NC",18,2020-09-01,6
"ENCINO NC","ENCINO NC",18,2020-10-01,9
"ENCINO NC","ENCINO NC",18,2020-11-01,6
"ENCINO NC","ENCINO NC",18,2020-12-01,8
"ENCINO NC","ENCINO NC",18,2019-01-01,0
"ENCINO NC","ENCINO NC",18,2019-02-01,0
"ENCINO NC","ENCINO NC",18,2019-03-01,0
"ENCINO NC","ENCINO NC",18,2019-04-01,4
"ENCINO NC","ENCINO NC",18,2019-05-01,20
"ENCINO NC","ENCINO NC",18,2019-06-01,11
"ENCINO NC","ENCINO NC",18,2019-07-01,28
"ENCINO NC","ENCINO NC",18,2019-08-01,31
"ENCINO NC","ENCINO NC",18,2019-09-01,35
"ENCINO NC","ENCINO NC",18,2019-10-01,42
"ENCINO NC","ENCINO NC",18,2019-11-01,27
"ENCINO NC","ENCINO NC",18,2019-12-01,14
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2022-01-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2022-02-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2022-03-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2022-04-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2022-05-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2022-06-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2022-07-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2022-08-01,1
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2022-09-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2022-10-01,NA
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2022-11-01,NA
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2022-12-01,NA
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2021-01-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2021-02-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2021-03-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2021-04-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2021-05-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2021-06-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2021-07-01,1
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2021-08-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2021-09-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2021-10-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2021-11-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2021-12-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2020-01-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2020-02-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2020-03-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2020-04-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2020-05-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2020-06-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2020-07-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2020-08-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2020-09-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2020-10-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2020-11-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2020-12-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2019-01-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2019-02-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2019-03-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2019-04-01,1
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2019-05-01,1
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2019-06-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2019-07-01,1
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2019-08-01,1
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2019-09-01,2
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2019-10-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2019-11-01,0
"FOOTHILL TRAILS DISTRICT NC","FOOTHILL TRAILS DISTRICT NC",9,2019-12-01,0
"GLASSELL PARK NC","GLASSELL PARK NC",39,2022-01-01,6
"GLASSELL PARK NC","GLASSELL PARK NC",39,2022-02-01,8
"GLASSELL PARK NC","GLASSELL PARK NC",39,2022-03-01,11
"GLASSELL PARK NC","GLASSELL PARK NC",39,2022-04-01,14
"GLASSELL PARK NC","GLASSELL PARK NC",39,2022-05-01,12
"GLASSELL PARK NC","GLASSELL PARK NC",39,2022-06-01,16
"GLASSELL PARK NC","GLASSELL PARK NC",39,2022-07-01,5
"GLASSELL PARK NC","GLASSELL PARK NC",39,2022-08-01,4
"GLASSELL PARK NC","GLASSELL PARK NC",39,2022-09-01,6
"GLASSELL PARK NC","GLASSELL PARK NC",39,2022-10-01,NA
"GLASSELL PARK NC","GLASSELL PARK NC",39,2022-11-01,NA
"GLASSELL PARK NC","GLASSELL PARK NC",39,2022-12-01,NA
"GLASSELL PARK NC","GLASSELL PARK NC",39,2021-01-01,2
"GLASSELL PARK NC","GLASSELL PARK NC",39,2021-02-01,1
"GLASSELL PARK NC","GLASSELL PARK NC",39,2021-03-01,1
"GLASSELL PARK NC","GLASSELL PARK NC",39,2021-04-01,2
"GLASSELL PARK NC","GLASSELL PARK NC",39,2021-05-01,1
"GLASSELL PARK NC","GLASSELL PARK NC",39,2021-06-01,1
"GLASSELL PARK NC","GLASSELL PARK NC",39,2021-07-01,2
"GLASSELL PARK NC","GLASSELL PARK NC",39,2021-08-01,2
"GLASSELL PARK NC","GLASSELL PARK NC",39,2021-09-01,3
"GLASSELL PARK NC","GLASSELL PARK NC",39,2021-10-01,9
"GLASSELL PARK NC","GLASSELL PARK NC",39,2021-11-01,7
"GLASSELL PARK NC","GLASSELL PARK NC",39,2021-12-01,4
"GLASSELL PARK NC","GLASSELL PARK NC",39,2020-01-01,0
"GLASSELL PARK NC","GLASSELL PARK NC",39,2020-02-01,1
"GLASSELL PARK NC","GLASSELL PARK NC",39,2020-03-01,1
"GLASSELL PARK NC","GLASSELL PARK NC",39,2020-04-01,0
"GLASSELL PARK NC","GLASSELL PARK NC",39,2020-05-01,0
"GLASSELL PARK NC","GLASSELL PARK NC",39,2020-06-01,0
"GLASSELL PARK NC","GLASSELL PARK NC",39,2020-07-01,0
"GLASSELL PARK NC","GLASSELL PARK NC",39,2020-08-01,1
"GLASSELL PARK NC","GLASSELL PARK NC",39,2020-09-01,0
"GLASSELL PARK NC","GLASSELL PARK NC",39,2020-10-01,2
"GLASSELL PARK NC","GLASSELL PARK NC",39,2020-11-01,2
"GLASSELL PARK NC","GLASSELL PARK NC",39,2020-12-01,0
"GLASSELL PARK NC","GLASSELL PARK NC",39,2019-01-01,0
"GLASSELL PARK NC","GLASSELL PARK NC",39,2019-02-01,0
"GLASSELL PARK NC","GLASSELL PARK NC",39,2019-03-01,0
"GLASSELL PARK NC","GLASSELL PARK NC",39,2019-04-01,2
"GLASSELL PARK NC","GLASSELL PARK NC",39,2019-05-01,2
