"NC_ID","cert_name","month","pen_count","avg_depl","dest_ct","origin_ct"
6,"ARLETA NC",2019-03-01,0,0,0,0
6,"ARLETA NC",2019-04-01,0,0,24,24
6,"ARLETA NC",2019-05-01,0,2,35,37
6,"ARLETA NC",2019-06-01,0,3,45,44
6,"ARLETA NC",2019-07-01,0,2,59,57
6,"ARLETA NC",2019-08-01,0,2,94,77
6,"ARLETA NC",2019-09-01,0,2,52,35
6,"ARLETA NC",2019-10-01,0,4,71,57
6,"ARLETA NC",2019-11-01,0,0,10,7
6,"ARLETA NC",2019-12-01,0,0,6,5
6,"ARLETA NC",2020-01-01,0,0,1,1
6,"ARLETA NC",2020-02-01,0,0,0,0
6,"ARLETA NC",2020-03-01,0,0,2,2
6,"ARLETA NC",2020-04-01,0,0,0,0
6,"ARLETA NC",2020-05-01,0,0,0,0
6,"ARLETA NC",2020-06-01,0,0,0,0
6,"ARLETA NC",2020-07-01,0,0,6,2
6,"ARLETA NC",2020-08-01,0,0,9,9
6,"ARLETA NC",2020-09-01,0,0,0,0
6,"ARLETA NC",2020-10-01,0,1,19,19
6,"ARLETA NC",2020-11-01,0,1,3,1
6,"ARLETA NC",2020-12-01,0,1,0,0
6,"ARLETA NC",2021-01-01,1,0,0,0
6,"ARLETA NC",2021-02-01,0,0,0,0
6,"ARLETA NC",2021-03-01,0,0,5,1
6,"ARLETA NC",2021-04-01,0,1,15,9
6,"ARLETA NC",2021-05-01,1,0,3,3
6,"ARLETA NC",2021-06-01,1,0,8,4
6,"ARLETA NC",2021-07-01,0,1,13,10
6,"ARLETA NC",2021-08-01,0,0,12,5
6,"ARLETA NC",2021-09-01,0,0,14,10
6,"ARLETA NC",2021-10-01,0,0,13,11
6,"ARLETA NC",2021-11-01,0,0,8,1
6,"ARLETA NC",2021-12-01,0,1,0,0
6,"ARLETA NC",2022-01-01,0,0,6,3
6,"ARLETA NC",2022-02-01,0,0,13,7
6,"ARLETA NC",2022-03-01,0,1,18,11
6,"ARLETA NC",2022-04-01,0,1,20,13
6,"ARLETA NC",2022-05-01,0,0,0,0
6,"ARLETA NC",2022-06-01,0,1,29,19
6,"ARLETA NC",2022-07-01,1,0,12,10
6,"ARLETA NC",2022-08-01,1,3,56,48
6,"ARLETA NC",2022-09-01,1,2,46,31
42,"ARROYO SECO NC",2019-03-01,0,0,0,0
42,"ARROYO SECO NC",2019-04-01,0,2,133,130
42,"ARROYO SECO NC",2019-05-01,0,2,90,87
42,"ARROYO SECO NC",2019-06-01,2,2,89,76
42,"ARROYO SECO NC",2019-07-01,0,3,85,83
42,"ARROYO SECO NC",2019-08-01,0,3,133,66
42,"ARROYO SECO NC",2019-09-01,0,3,144,99
42,"ARROYO SECO NC",2019-10-01,0,3,153,90
42,"ARROYO SECO NC",2019-11-01,0,3,91,79
42,"ARROYO SECO NC",2019-12-01,1,2,50,28
42,"ARROYO SECO NC",2020-01-01,0,1,30,20
42,"ARROYO SECO NC",2020-02-01,0,1,22,10
42,"ARROYO SECO NC",2020-03-01,0,1,16,8
42,"ARROYO SECO NC",2020-04-01,0,0,0,0
42,"ARROYO SECO NC",2020-05-01,0,0,9,6
42,"ARROYO SECO NC",2020-06-01,0,1,20,10
42,"ARROYO SECO NC",2020-07-01,0,1,20,11
42,"ARROYO SECO NC",2020-08-01,0,0,6,3
42,"ARROYO SECO NC",2020-09-01,0,1,24,13
42,"ARROYO SECO NC",2020-10-01,0,1,16,11
42,"ARROYO SECO NC",2020-11-01,0,0,4,1
42,"ARROYO SECO NC",2020-12-01,0,0,8,1
42,"ARROYO SECO NC",2021-01-01,0,1,12,8
42,"ARROYO SECO NC",2021-02-01,0,1,0,0
42,"ARROYO SECO NC",2021-03-01,0,1,7,1
42,"ARROYO SECO NC",2021-04-01,0,1,28,20
42,"ARROYO SECO NC",2021-05-01,0,1,25,15
42,"ARROYO SECO NC",2021-06-01,0,1,19,8
42,"ARROYO SECO NC",2021-07-01,0,2,45,24
42,"ARROYO SECO NC",2021-08-01,0,2,57,37
42,"ARROYO SECO NC",2021-09-01,1,3,98,63
42,"ARROYO SECO NC",2021-10-01,0,7,306,243
42,"ARROYO SECO NC",2021-11-01,0,7,338,305
42,"ARROYO SECO NC",2021-12-01,0,5,12,12
42,"ARROYO SECO NC",2022-01-01,1,5,217,189
42,"ARROYO SECO NC",2022-02-01,0,11,243,211
42,"ARROYO SECO NC",2022-03-01,1,9,191,141
42,"ARROYO SECO NC",2022-04-01,0,13,314,274
42,"ARROYO SECO NC",2022-05-01,2,15,345,306
42,"ARROYO SECO NC",2022-06-01,1,10,304,231
42,"ARROYO SECO NC",2022-07-01,0,6,221,149
42,"ARROYO SECO NC",2022-08-01,0,14,210,142
42,"ARROYO SECO NC",2022-09-01,0,6,222,168
46,"ARTS DISTRICT LITTLE TOKYO NC",2019-03-01,8,0,20,15
46,"ARTS DISTRICT LITTLE TOKYO NC",2019-04-01,38,152,11842,11759
46,"ARTS DISTRICT LITTLE TOKYO NC",2019-05-01,36,398,30564,30673
46,"ARTS DISTRICT LITTLE TOKYO NC",2019-06-01,10,690,44036,44162
46,"ARTS DISTRICT LITTLE TOKYO NC",2019-07-01,16,834,47692,48023
46,"ARTS DISTRICT LITTLE TOKYO NC",2019-08-01,38,737,39934,41170
46,"ARTS DISTRICT LITTLE TOKYO NC",2019-09-01,6,531,31801,33111
46,"ARTS DISTRICT LITTLE TOKYO NC",2019-10-01,8,440,24644,25427
46,"ARTS DISTRICT LITTLE TOKYO NC",2019-11-01,5,349,18334,18658
46,"ARTS DISTRICT LITTLE TOKYO NC",2019-12-01,2,260,16549,16542
46,"ARTS DISTRICT LITTLE TOKYO NC",2020-01-01,9,219,15247,15069
46,"ARTS DISTRICT LITTLE TOKYO NC",2020-02-01,1,308,17243,17298
46,"ARTS DISTRICT LITTLE TOKYO NC",2020-03-01,1,166,7190,7291
46,"ARTS DISTRICT LITTLE TOKYO NC",2020-04-01,0,10,713,708
46,"ARTS DISTRICT LITTLE TOKYO NC",2020-05-01,0,25,1005,953
46,"ARTS DISTRICT LITTLE TOKYO NC",2020-06-01,3,58,2375,2414
46,"ARTS DISTRICT LITTLE TOKYO NC",2020-07-01,4,124,4934,5100
46,"ARTS DISTRICT LITTLE TOKYO NC",2020-08-01,2,201,6410,6689
46,"ARTS DISTRICT LITTLE TOKYO NC",2020-09-01,0,171,7450,7477
46,"ARTS DISTRICT LITTLE TOKYO NC",2020-10-01,0,218,7812,7979
46,"ARTS DISTRICT LITTLE TOKYO NC",2020-11-01,0,133,4896,4833
46,"ARTS DISTRICT LITTLE TOKYO NC",2020-12-01,2,113,3379,3362
46,"ARTS DISTRICT LITTLE TOKYO NC",2021-01-01,1,101,3353,3281
46,"ARTS DISTRICT LITTLE TOKYO NC",2021-02-01,0,131,4831,4765
46,"ARTS DISTRICT LITTLE TOKYO NC",2021-03-01,1,183,7725,7740
46,"ARTS DISTRICT LITTLE TOKYO NC",2021-04-01,84,208,10063,9964
46,"ARTS DISTRICT LITTLE TOKYO NC",2021-05-01,64,219,12063,12033
46,"ARTS DISTRICT LITTLE TOKYO NC",2021-06-01,50,218,13698,13308
46,"ARTS DISTRICT LITTLE TOKYO NC",2021-07-01,51,272,16938,16773
46,"ARTS DISTRICT LITTLE TOKYO NC",2021-08-01,75,272,16129,16288
46,"ARTS DISTRICT LITTLE TOKYO NC",2021-09-01,138,348,17197,17359
46,"ARTS DISTRICT LITTLE TOKYO NC",2021-10-01,141,337,16563,16559
46,"ARTS DISTRICT LITTLE TOKYO NC",2021-11-01,101,401,15276,15134
46,"ARTS DISTRICT LITTLE TOKYO NC",2021-12-01,90,408,411,412
46,"ARTS DISTRICT LITTLE TOKYO NC",2022-01-01,237,400,12760,12766
46,"ARTS DISTRICT LITTLE TOKYO NC",2022-02-01,282,468,13439,13452
46,"ARTS DISTRICT LITTLE TOKYO NC",2022-03-01,361,565,15892,15998
46,"ARTS DISTRICT LITTLE TOKYO NC",2022-04-01,173,523,16531,16594
46,"ARTS DISTRICT LITTLE TOKYO NC",2022-05-01,60,602,16851,17000
46,"ARTS DISTRICT LITTLE TOKYO NC",2022-06-01,70,347,13570,13767
46,"ARTS DISTRICT LITTLE TOKYO NC",2022-07-01,187,362,20016,20277
46,"ARTS DISTRICT LITTLE TOKYO NC",2022-08-01,317,378,18023,18389
46,"ARTS DISTRICT LITTLE TOKYO NC",2022-09-01,108,380,17360,17576
37,"ATWATER VILLAGE NC",2019-03-01,1,1,1,1
37,"ATWATER VILLAGE NC",2019-04-01,0,3,203,199
37,"ATWATER VILLAGE NC",2019-05-01,0,5,294,273
37,"ATWATER VILLAGE NC",2019-06-01,0,7,336,318
37,"ATWATER VILLAGE NC",2019-07-01,1,29,1349,1341
37,"ATWATER VILLAGE NC",2019-08-01,1,25,1216,1154
37,"ATWATER VILLAGE NC",2019-09-01,0,23,909,833
37,"ATWATER VILLAGE NC",2019-10-01,1,7,334,258
37,"ATWATER VILLAGE NC",2019-11-01,0,3,125,78
37,"ATWATER VILLAGE NC",2019-12-01,0,2,118,84
37,"ATWATER VILLAGE NC",2020-01-01,0,2,46,17
37,"ATWATER VILLAGE NC",2020-02-01,0,7,151,136
37,"ATWATER VILLAGE NC",2020-03-01,0,1,35,21
37,"ATWATER VILLAGE NC",2020-04-01,0,0,0,0
37,"ATWATER VILLAGE NC",2020-05-01,0,0,8,2
37,"ATWATER VILLAGE NC",2020-06-01,1,1,30,9
37,"ATWATER VILLAGE NC",2020-07-01,0,2,57,36
37,"ATWATER VILLAGE NC",2020-08-01,0,2,44,22
37,"ATWATER VILLAGE NC",2020-09-01,0,2,39,22
37,"ATWATER VILLAGE NC",2020-10-01,0,2,29,10
37,"ATWATER VILLAGE NC",2020-11-01,0,2,29,16
37,"ATWATER VILLAGE NC",2020-12-01,0,1,17,6
37,"ATWATER VILLAGE NC",2021-01-01,0,1,27,10
37,"ATWATER VILLAGE NC",2021-02-01,0,2,32,10
37,"ATWATER VILLAGE NC",2021-03-01,0,3,36,13
37,"ATWATER VILLAGE NC",2021-04-01,4,3,68,33
37,"ATWATER VILLAGE NC",2021-05-01,0,3,87,50
37,"ATWATER VILLAGE NC",2021-06-01,0,5,146,76
37,"ATWATER VILLAGE NC",2021-07-01,0,5,137,78
37,"ATWATER VILLAGE NC",2021-08-01,0,7,208,154
37,"ATWATER VILLAGE NC",2021-09-01,0,7,187,131
37,"ATWATER VILLAGE NC",2021-10-01,0,5,211,144
37,"ATWATER VILLAGE NC",2021-11-01,3,8,252,168
37,"ATWATER VILLAGE NC",2021-12-01,0,5,0,0
37,"ATWATER VILLAGE NC",2022-01-01,1,4,125,79
37,"ATWATER VILLAGE NC",2022-02-01,0,7,160,107
37,"ATWATER VILLAGE NC",2022-03-01,9,10,261,191
37,"ATWATER VILLAGE NC",2022-04-01,1,9,237,175
37,"ATWATER VILLAGE NC",2022-05-01,4,10,273,200
37,"ATWATER VILLAGE NC",2022-06-01,3,18,471,376
37,"ATWATER VILLAGE NC",2022-07-01,1,9,351,245
37,"ATWATER VILLAGE NC",2022-08-01,4,4,403,259
37,"ATWATER VILLAGE NC",2022-09-01,0,10,478,286
64,"BEL AIR-BEVERLY CREST NC",2019-03-01,2,1,18,4
64,"BEL AIR-BEVERLY CREST NC",2019-04-01,2,11,466,474
64,"BEL AIR-BEVERLY CREST NC",2019-05-01,0,10,495,477
64,"BEL AIR-BEVERLY CREST NC",2019-06-01,5,12,614,593
64,"BEL AIR-BEVERLY CREST NC",2019-07-01,13,19,696,553
64,"BEL AIR-BEVERLY CREST NC",2019-08-01,13,24,996,388
64,"BEL AIR-BEVERLY CREST NC",2019-09-01,5,13,591,286
64,"BEL AIR-BEVERLY CREST NC",2019-10-01,9,16,541,319
64,"BEL AIR-BEVERLY CREST NC",2019-11-01,0,11,330,179
64,"BEL AIR-BEVERLY CREST NC",2019-12-01,1,8,200,104
64,"BEL AIR-BEVERLY CREST NC",2020-01-01,5,11,349,188
64,"BEL AIR-BEVERLY CREST NC",2020-02-01,0,12,341,186
64,"BEL AIR-BEVERLY CREST NC",2020-03-01,0,9,166,110
64,"BEL AIR-BEVERLY CREST NC",2020-04-01,0,1,18,2
64,"BEL AIR-BEVERLY CREST NC",2020-05-01,1,1,32,6
64,"BEL AIR-BEVERLY CREST NC",2020-06-01,0,2,54,21
64,"BEL AIR-BEVERLY CREST NC",2020-07-01,1,6,175,76
64,"BEL AIR-BEVERLY CREST NC",2020-08-01,1,9,220,104
64,"BEL AIR-BEVERLY CREST NC",2020-09-01,0,7,214,117
64,"BEL AIR-BEVERLY CREST NC",2020-10-01,0,6,153,52
64,"BEL AIR-BEVERLY CREST NC",2020-11-01,0,2,72,22
64,"BEL AIR-BEVERLY CREST NC",2020-12-01,0,3,35,9
64,"BEL AIR-BEVERLY CREST NC",2021-01-01,0,2,39,15
64,"BEL AIR-BEVERLY CREST NC",2021-02-01,0,3,70,26
64,"BEL AIR-BEVERLY CREST NC",2021-03-01,0,6,202,99
64,"BEL AIR-BEVERLY CREST NC",2021-04-01,0,5,158,67
64,"BEL AIR-BEVERLY CREST NC",2021-05-01,1,9,290,159
64,"BEL AIR-BEVERLY CREST NC",2021-06-01,0,14,360,191
64,"BEL AIR-BEVERLY CREST NC",2021-07-01,1,9,270,170
64,"BEL AIR-BEVERLY CREST NC",2021-08-01,0,8,154,124
64,"BEL AIR-BEVERLY CREST NC",2021-09-01,0,9,186,86
64,"BEL AIR-BEVERLY CREST NC",2021-10-01,1,9,197,132
64,"BEL AIR-BEVERLY CREST NC",2021-11-01,2,9,163,105
64,"BEL AIR-BEVERLY CREST NC",2021-12-01,0,5,7,5
64,"BEL AIR-BEVERLY CREST NC",2022-01-01,0,4,140,95
64,"BEL AIR-BEVERLY CREST NC",2022-02-01,1,6,138,76
64,"BEL AIR-BEVERLY CREST NC",2022-03-01,3,7,184,85
64,"BEL AIR-BEVERLY CREST NC",2022-04-01,0,10,214,131
64,"BEL AIR-BEVERLY CREST NC",2022-05-01,0,12,227,124
64,"BEL AIR-BEVERLY CREST NC",2022-06-01,5,11,282,162
64,"BEL AIR-BEVERLY CREST NC",2022-07-01,1,7,173,78
64,"BEL AIR-BEVERLY CREST NC",2022-08-01,1,9,179,104
64,"BEL AIR-BEVERLY CREST NC",2022-09-01,0,6,158,77
50,"BOYLE HEIGHTS NC",2019-03-01,1,1,5,1
50,"BOYLE HEIGHTS NC",2019-04-01,0,19,625,597
50,"BOYLE HEIGHTS NC",2019-05-01,3,35,1563,1549
50,"BOYLE HEIGHTS NC",2019-06-01,0,39,1738,1637
50,"BOYLE HEIGHTS NC",2019-07-01,1,51,1962,1760
50,"BOYLE HEIGHTS NC",2019-08-01,1,55,2190,1340
50,"BOYLE HEIGHTS NC",2019-09-01,1,51,2044,1474
50,"BOYLE HEIGHTS NC",2019-10-01,3,52,2307,1714
50,"BOYLE HEIGHTS NC",2019-11-01,1,47,1777,1402
50,"BOYLE HEIGHTS NC",2019-12-01,0,37,1512,1117
50,"BOYLE HEIGHTS NC",2020-01-01,0,26,1023,719
50,"BOYLE HEIGHTS NC",2020-02-01,1,40,1337,972
50,"BOYLE HEIGHTS NC",2020-03-01,0,30,805,597
50,"BOYLE HEIGHTS NC",2020-04-01,1,2,81,32
50,"BOYLE HEIGHTS NC",2020-05-01,1,5,179,89
50,"BOYLE HEIGHTS NC",2020-06-01,0,13,418,261
50,"BOYLE HEIGHTS NC",2020-07-01,0,22,751,507
50,"BOYLE HEIGHTS NC",2020-08-01,2,26,753,547
50,"BOYLE HEIGHTS NC",2020-09-01,0,31,982,669
50,"BOYLE HEIGHTS NC",2020-10-01,0,32,1052,738
50,"BOYLE HEIGHTS NC",2020-11-01,0,20,701,470
50,"BOYLE HEIGHTS NC",2020-12-01,0,17,431,273
50,"BOYLE HEIGHTS NC",2021-01-01,0,12,306,186
50,"BOYLE HEIGHTS NC",2021-02-01,2,15,372,231
50,"BOYLE HEIGHTS NC",2021-03-01,1,25,640,406
50,"BOYLE HEIGHTS NC",2021-04-01,2,32,974,678
50,"BOYLE HEIGHTS NC",2021-05-01,1,38,1327,937
50,"BOYLE HEIGHTS NC",2021-06-01,1,53,1687,1238
50,"BOYLE HEIGHTS NC",2021-07-01,5,57,1952,1500
50,"BOYLE HEIGHTS NC",2021-08-01,12,46,1761,1299
50,"BOYLE HEIGHTS NC",2021-09-01,12,49,1804,1275
50,"BOYLE HEIGHTS NC",2021-10-01,10,55,2287,1728
50,"BOYLE HEIGHTS NC",2021-11-01,1,59,2418,1888
50,"BOYLE HEIGHTS NC",2021-12-01,4,45,56,40
50,"BOYLE HEIGHTS NC",2022-01-01,0,40,1655,1252
50,"BOYLE HEIGHTS NC",2022-02-01,0,52,1507,1095
50,"BOYLE HEIGHTS NC",2022-03-01,1,54,1890,1366
50,"BOYLE HEIGHTS NC",2022-04-01,2,62,2057,1508
50,"BOYLE HEIGHTS NC",2022-05-01,7,71,2610,2052
50,"BOYLE HEIGHTS NC",2022-06-01,5,72,2579,2148
50,"BOYLE HEIGHTS NC",2022-07-01,2,70,3612,2699
50,"BOYLE HEIGHTS NC",2022-08-01,3,54,3345,2453
50,"BOYLE HEIGHTS NC",2022-09-01,1,68,2995,2199
13,"CANOGA PARK NC",2019-03-01,0,0,0,0
13,"CANOGA PARK NC",2019-04-01,1,8,568,564
13,"CANOGA PARK NC",2019-05-01,0,8,440,439
13,"CANOGA PARK NC",2019-06-01,0,6,401,402
13,"CANOGA PARK NC",2019-07-01,0,10,501,460
13,"CANOGA PARK NC",2019-08-01,0,14,920,752
13,"CANOGA PARK NC",2019-09-01,0,18,1149,977
13,"CANOGA PARK NC",2019-10-01,1,13,736,668
13,"CANOGA PARK NC",2019-11-01,0,10,434,384
13,"CANOGA PARK NC",2019-12-01,0,4,210,182
13,"CANOGA PARK NC",2020-01-01,0,0,1,1
13,"CANOGA PARK NC",2020-02-01,0,0,11,12
13,"CANOGA PARK NC",2020-03-01,0,1,4,2
13,"CANOGA PARK NC",2020-04-01,0,0,0,0
13,"CANOGA PARK NC",2020-05-01,0,0,0,0
13,"CANOGA PARK NC",2020-06-01,0,0,2,1
13,"CANOGA PARK NC",2020-07-01,0,0,4,2
13,"CANOGA PARK NC",2020-08-01,0,0,10,8
13,"CANOGA PARK NC",2020-09-01,0,1,35,27
13,"CANOGA PARK NC",2020-10-01,1,1,21,17
13,"CANOGA PARK NC",2020-11-01,0,4,86,86
13,"CANOGA PARK NC",2020-12-01,1,3,86,76
13,"CANOGA PARK NC",2021-01-01,0,1,19,14
13,"CANOGA PARK NC",2021-02-01,0,9,285,238
13,"CANOGA PARK NC",2021-03-01,0,11,398,357
13,"CANOGA PARK NC",2021-04-01,0,3,88,85
13,"CANOGA PARK NC",2021-05-01,1,4,205,180
13,"CANOGA PARK NC",2021-06-01,0,11,511,437
13,"CANOGA PARK NC",2021-07-01,0,9,497,462
13,"CANOGA PARK NC",2021-08-01,0,9,482,432
13,"CANOGA PARK NC",2021-09-01,1,8,510,436
13,"CANOGA PARK NC",2021-10-01,0,8,525,435
13,"CANOGA PARK NC",2021-11-01,0,5,280,227
13,"CANOGA PARK NC",2021-12-01,0,4,7,3
13,"CANOGA PARK NC",2022-01-01,1,3,159,122
13,"CANOGA PARK NC",2022-02-01,0,2,86,67
13,"CANOGA PARK NC",2022-03-01,0,3,115,92
13,"CANOGA PARK NC",2022-04-01,1,5,203,163
13,"CANOGA PARK NC",2022-05-01,0,2,74,66
13,"CANOGA PARK NC",2022-06-01,0,1,41,35
13,"CANOGA PARK NC",2022-07-01,0,1,26,23
13,"CANOGA PARK NC",2022-08-01,0,13,710,719
13,"CANOGA PARK NC",2022-09-01,1,25,1051,1080
110,"CENTRAL ALAMEDA NC",2019-03-01,1,1,0,0
110,"CENTRAL ALAMEDA NC",2019-04-01,0,6,139,136
110,"CENTRAL ALAMEDA NC",2019-05-01,0,6,187,181
110,"CENTRAL ALAMEDA NC",2019-06-01,0,8,266,245
110,"CENTRAL ALAMEDA NC",2019-07-01,1,16,378,336
110,"CENTRAL ALAMEDA NC",2019-08-01,0,17,454,290
110,"CENTRAL ALAMEDA NC",2019-09-01,1,15,697,525
110,"CENTRAL ALAMEDA NC",2019-10-01,0,12,492,348
110,"CENTRAL ALAMEDA NC",2019-11-01,0,11,387,285
110,"CENTRAL ALAMEDA NC",2019-12-01,0,8,302,190
110,"CENTRAL ALAMEDA NC",2020-01-01,0,6,297,207
110,"CENTRAL ALAMEDA NC",2020-02-01,0,7,290,199
110,"CENTRAL ALAMEDA NC",2020-03-01,0,7,255,196
110,"CENTRAL ALAMEDA NC",2020-04-01,0,1,10,4
110,"CENTRAL ALAMEDA NC",2020-05-01,0,1,60,45
110,"CENTRAL ALAMEDA NC",2020-06-01,0,2,95,84
110,"CENTRAL ALAMEDA NC",2020-07-01,0,4,160,107
110,"CENTRAL ALAMEDA NC",2020-08-01,0,2,79,49
110,"CENTRAL ALAMEDA NC",2020-09-01,0,4,75,32
110,"CENTRAL ALAMEDA NC",2020-10-01,0,2,68,35
110,"CENTRAL ALAMEDA NC",2020-11-01,0,1,56,24
110,"CENTRAL ALAMEDA NC",2020-12-01,0,1,46,21
110,"CENTRAL ALAMEDA NC",2021-01-01,0,1,50,11
110,"CENTRAL ALAMEDA NC",2021-02-01,0,1,51,11
110,"CENTRAL ALAMEDA NC",2021-03-01,0,3,71,30
110,"CENTRAL ALAMEDA NC",2021-04-01,0,4,113,53
110,"CENTRAL ALAMEDA NC",2021-05-01,0,4,106,58
110,"CENTRAL ALAMEDA NC",2021-06-01,1,5,140,96
110,"CENTRAL ALAMEDA NC",2021-07-01,1,8,207,161
110,"CENTRAL ALAMEDA NC",2021-08-01,0,9,310,232
110,"CENTRAL ALAMEDA NC",2021-09-01,1,10,395,277
110,"CENTRAL ALAMEDA NC",2021-10-01,0,10,376,279
110,"CENTRAL ALAMEDA NC",2021-11-01,0,13,693,567
110,"CENTRAL ALAMEDA NC",2021-12-01,0,9,14,11
110,"CENTRAL ALAMEDA NC",2022-01-01,0,10,505,407
110,"CENTRAL ALAMEDA NC",2022-02-01,1,8,317,223
110,"CENTRAL ALAMEDA NC",2022-03-01,0,9,279,213
110,"CENTRAL ALAMEDA NC",2022-04-01,0,7,259,184
110,"CENTRAL ALAMEDA NC",2022-05-01,0,9,388,273
110,"CENTRAL ALAMEDA NC",2022-06-01,0,7,320,230
110,"CENTRAL ALAMEDA NC",2022-07-01,1,11,430,320
110,"CENTRAL ALAMEDA NC",2022-08-01,0,5,411,306
110,"CENTRAL ALAMEDA NC",2022-09-01,1,9,350,268
32,"CENTRAL HOLLYWOOD NC",2019-03-01,6,13,131,91
32,"CENTRAL HOLLYWOOD NC",2019-04-01,24,370,33786,33960
32,"CENTRAL HOLLYWOOD NC",2019-05-01,15,715,56709,57170
32,"CENTRAL HOLLYWOOD NC",2019-06-01,46,939,77084,78148
32,"CENTRAL HOLLYWOOD NC",2019-07-01,22,1234,85886,87048
32,"CENTRAL HOLLYWOOD NC",2019-08-01,17,1308,82558,85250
32,"CENTRAL HOLLYWOOD NC",2019-09-01,17,1064,66989,68128
32,"CENTRAL HOLLYWOOD NC",2019-10-01,40,739,53015,54228
32,"CENTRAL HOLLYWOOD NC",2019-11-01,42,677,36959,37929
32,"CENTRAL HOLLYWOOD NC",2019-12-01,49,623,35999,37196
32,"CENTRAL HOLLYWOOD NC",2020-01-01,60,603,38516,39675
32,"CENTRAL HOLLYWOOD NC",2020-02-01,6,695,38029,39526
32,"CENTRAL HOLLYWOOD NC",2020-03-01,6,450,18762,19175
32,"CENTRAL HOLLYWOOD NC",2020-04-01,3,89,1922,1811
32,"CENTRAL HOLLYWOOD NC",2020-05-01,7,187,5171,5291
32,"CENTRAL HOLLYWOOD NC",2020-06-01,2,332,11819,12345
32,"CENTRAL HOLLYWOOD NC",2020-07-01,4,636,25066,25777
32,"CENTRAL HOLLYWOOD NC",2020-08-01,5,692,30751,31288
32,"CENTRAL HOLLYWOOD NC",2020-09-01,12,776,32571,33368
32,"CENTRAL HOLLYWOOD NC",2020-10-01,75,751,27051,27780
32,"CENTRAL HOLLYWOOD NC",2020-11-01,25,607,14595,15067
32,"CENTRAL HOLLYWOOD NC",2020-12-01,31,564,11456,11670
32,"CENTRAL HOLLYWOOD NC",2021-01-01,24,456,10423,10733
32,"CENTRAL HOLLYWOOD NC",2021-02-01,67,593,14378,14926
32,"CENTRAL HOLLYWOOD NC",2021-03-01,109,652,20903,21754
32,"CENTRAL HOLLYWOOD NC",2021-04-01,169,761,30001,30858
32,"CENTRAL HOLLYWOOD NC",2021-05-01,98,815,33336,34664
32,"CENTRAL HOLLYWOOD NC",2021-06-01,191,871,33953,35497
32,"CENTRAL HOLLYWOOD NC",2021-07-01,99,798,36531,38192
32,"CENTRAL HOLLYWOOD NC",2021-08-01,195,853,34708,36289
32,"CENTRAL HOLLYWOOD NC",2021-09-01,348,910,31746,33423
32,"CENTRAL HOLLYWOOD NC",2021-10-01,268,772,29301,30883
32,"CENTRAL HOLLYWOOD NC",2021-11-01,225,731,26368,27455
32,"CENTRAL HOLLYWOOD NC",2021-12-01,178,643,768,787
32,"CENTRAL HOLLYWOOD NC",2022-01-01,151,637,19653,20374
32,"CENTRAL HOLLYWOOD NC",2022-02-01,196,548,18511,19255
32,"CENTRAL HOLLYWOOD NC",2022-03-01,320,536,22109,22845
32,"CENTRAL HOLLYWOOD NC",2022-04-01,292,641,23273,24136
32,"CENTRAL HOLLYWOOD NC",2022-05-01,252,667,23920,24345
32,"CENTRAL HOLLYWOOD NC",2022-06-01,229,652,23687,24293
32,"CENTRAL HOLLYWOOD NC",2022-07-01,355,625,27205,28053
32,"CENTRAL HOLLYWOOD NC",2022-08-01,341,408,26149,26728
32,"CENTRAL HOLLYWOOD NC",2022-09-01,227,539,25533,26438
95,"CENTRAL SAN PEDRO NC",2019-03-01,0,0,0,0
95,"CENTRAL SAN PEDRO NC",2019-04-01,0,16,1025,1031
95,"CENTRAL SAN PEDRO NC",2019-05-01,0,19,962,960
95,"CENTRAL SAN PEDRO NC",2019-06-01,0,12,461,457
95,"CENTRAL SAN PEDRO NC",2019-07-01,0,19,814,820
95,"CENTRAL SAN PEDRO NC",2019-08-01,1,12,789,823
95,"CENTRAL SAN PEDRO NC",2019-09-01,0,11,579,572
95,"CENTRAL SAN PEDRO NC",2019-10-01,0,1,18,20
95,"CENTRAL SAN PEDRO NC",2019-11-01,0,0,3,3
95,"CENTRAL SAN PEDRO NC",2019-12-01,1,0,2,1
95,"CENTRAL SAN PEDRO NC",2020-01-01,2,0,3,3
95,"CENTRAL SAN PEDRO NC",2020-02-01,0,0,3,2
95,"CENTRAL SAN PEDRO NC",2020-03-01,0,2,0,0
95,"CENTRAL SAN PEDRO NC",2020-04-01,0,0,0,0
95,"CENTRAL SAN PEDRO NC",2020-05-01,0,0,0,0
95,"CENTRAL SAN PEDRO NC",2020-06-01,0,0,0,0
95,"CENTRAL SAN PEDRO NC",2020-07-01,1,0,0,0
95,"CENTRAL SAN PEDRO NC",2020-08-01,0,38,1092,1107
95,"CENTRAL SAN PEDRO NC",2020-09-01,0,79,2731,2828
95,"CENTRAL SAN PEDRO NC",2020-10-01,1,167,3651,3751
95,"CENTRAL SAN PEDRO NC",2020-11-01,3,158,3043,3102
95,"CENTRAL SAN PEDRO NC",2020-12-01,1,76,1522,1592
95,"CENTRAL SAN PEDRO NC",2021-01-01,0,23,641,679
95,"CENTRAL SAN PEDRO NC",2021-02-01,0,27,722,777
95,"CENTRAL SAN PEDRO NC",2021-03-01,0,34,1302,1358
95,"CENTRAL SAN PEDRO NC",2021-04-01,1,66,2075,2187
95,"CENTRAL SAN PEDRO NC",2021-05-01,0,116,3349,3582
