bike_id,lat,lon,is_disabled,is_reserved
b44c99eb-a0f1-4d42-80e7-df50d4cf98fd,34.042324066666666,-118.2527771,0,0
ac015458-d45b-40b5-85ca-1821500199cd,34.0457573,-118.25798035000001,0,0
17b6d0d4-6359-4dc4-b6c3-368a2173efc9,34.084022516666664,-118.36154175000001,0,0
b187d949-d4d5-4fd8-82df-cb2a248780fe,33.99046706666666,-118.44740295000001,0,0
4a3b9bf8-848d-414f-b878-5d9ec744ddc2,34.026248933333335,-118.37166595,0,0
5a276c6c-a716-46b7-b2f9-540cdd39aeb9,34.05909728333334,-118.44306183333335,0,0
83f72c4d-7e42-49e8-844d-95c7ec9c63a4,34.05759811666667,-118.44197083333331,0,0
37c7bd31-488c-4acb-86a1-fd5c41157b41,34.06692123333333,-118.44776153333332,0,0
b511e8a7-fcbf-4364-8df7-ec2a6eb223cb,34.04960251666667,-118.45829773333335,0,0
58c8cd88-5e4e-444e-8a28-c0c6cf2bf970,34.0421791,-118.25766753333333,0,0
e02ff0ea-ef43-4c17-b318-4ba33d850e48,34.05036163333333,-118.24082183333333,0,0
f5a9e71d-84c9-42e7-babc-f40944aedbfd,34.0558445,-118.4441565,0,0
6ef20da2-33ec-42a6-9a20-0dc6763dd5d2,34.0582428,-118.445755,0,0
cb8024b4-4ac9-4d84-936b-8f7f8ac25952,34.029493,-118.41542483333333,0,0
4c2e180e-0ff6-4f36-8856-fd4b6ab0371f,34.04957961666666,-118.24378966666667,0,0
4d853a8d-3bef-46b1-a65d-af83cf345455,34.02869796666666,-118.27558898333334,0,0
ada5a5ba-2f64-4dbf-a679-a7cacf8e7c6f,34.094932549999996,-118.34844208333334,0,0
9052361c-db32-417d-b956-0155126ec966,33.97987746666667,-118.46237183333332,0,0
576bb3f4-c0b7-4dca-9003-d93dfabd7daa,34.0389328,-118.26907348333334,0,0
1d776b6e-de38-44b8-806b-71eaeb1571c5,34.07275008333333,-118.44971466666667,1,0
bca940a4-84f3-41be-bb8a-8a639a5c07e4,34.0495758,-118.24391175000001,0,0
a09ff692-3ec8-4061-8bf4-01d9b59106ff,33.973673833333336,-118.45764666666668,0,0
365c8dbb-49b8-4bf4-96a7-f096311e6ad0,34.06372783333334,-118.4492045,0,0
59093310-a119-4242-8410-c90c03583117,34.101856233333336,-118.34527588333334,0,0
e2226ea4-a470-4e04-ace8-0d158ca64c53,34.06646728333333,-118.45329285000001,0,0
f9a9d7fc-d4d1-4a51-adcd-077c01623ced,34.0664444,-118.45327758333333,0,0
ccc2859d-ce1c-4dc3-bc40-8f0650eae975,34.06642913333334,-118.45328521666667,0,0
c7a7b796-1a1d-4fd2-9296-7642056cc2bd,34.06641388333333,-118.45330809999999,0,0
b4b56b5a-fd72-472e-9a52-eaba8ce93acb,34.06637191666667,-118.45335388333334,0,0
efd6d3df-39cc-46e6-a84c-d05394b679b2,34.06642531666667,-118.45334625,0,0
e0445c73-02da-4513-aeb1-be586b19bd2f,34.055366516666666,-118.26516723333334,0,0
fbaed47d-716a-4658-b4d5-f5ebc0a301ea,34.04512033333333,-118.26019483333333,0,0
4c375e77-f3ae-4731-8fa3-b71c5c80a683,34.038330083333335,-118.36618041666667,0,0
fa24ef9d-764f-475f-a9d3-9b710296e8e0,34.044361116666664,-118.25570678333334,0,0
5779b750-84bc-40af-8df9-8fed270105ae,34.042503333333336,-118.263,0,0
cc749463-976d-4c3c-bd2b-7c28797806c1,34.066841133333334,-118.44779205000002,0,0
df9f83b3-2b12-4e7d-81cb-c913e4c8eb59,34.06728363333333,-118.4534607,0,0
fd79c705-60c6-441e-9835-fd221777c8e5,34.048794666666666,-118.26285266666667,0,0
dbc01be3-b71e-454f-8268-ad3400ce9277,34.0459938,-118.2580185,0,0
ca3834ff-c66e-4ca3-884b-422efd1d19cd,34.057348499999996,-118.25269266666668,0,0
5cb2b83e-ca79-4a25-ad86-501bfb247119,34.176444999999994,-118.52719878333333,0,0
cced9f8b-e961-4361-a327-3e3721f24931,34.0555687,-118.42671966666667,0,0
96d7c4ef-8f67-48a8-bafb-fba752955ae1,34.045120233333336,-118.25697326666665,0,0
8e833be2-f9b2-4c7c-8d16-c0c065d30588,34.045482633333336,-118.26570891666667,0,0
d338ee98-904a-4ff7-83ac-478125fd4e60,34.04173278333334,-118.26692200000001,0,0
6bba9569-d1ca-4298-bdb2-b9d7e6476851,34.073547366666666,-118.44992828333334,0,0
bed5a1aa-4328-4781-8aa6-5d07d9dd9754,34.048328399999995,-118.43159485,0,0
89e1a58f-793f-4ddb-b46a-c8f7e97670cd,34.06395066666666,-118.44874049999999,0,0
833d84e9-245a-470e-951d-4551fa9031f8,34.061038966666665,-118.44580841666667,0,0
1e13bd88-9f08-4202-be58-db3c9c6f4528,34.038990016666666,-118.26914215000001,0,0
7f73ad61-0fd4-465a-8c1f-41c60c4b4201,33.945652,-118.39548491666667,0,0
fdd42a45-1b2b-489f-8a1a-6b2ee3b05446,34.04928206666667,-118.46104431666666,0,0
dbcd50d8-8604-4d78-8a1f-793a9eadbb87,34.04506683333333,-118.26388550000001,0,0
267c12de-745f-4097-9e45-d46d66ed0da3,34.07185745,-118.22710418333332,0,0
fae4ccfe-d9a9-4d09-8c19-1503eca65b7d,34.070564266666665,-118.44956206666666,0,0
290b68fe-22b5-4fd5-ac66-fdfa1b7906c5,34.05111313333334,-118.25517273333335,0,0
0d501f6d-9e21-41e1-959e-e702d458a91d,34.04712295,-118.25572968333333,0,0
44c04649-abb2-4c3f-821d-d745d57c1d60,34.048789983333336,-118.26257325,0,0
b9945aae-1f8c-4e80-9004-58fd63b9ced6,34.0359993,-118.20774078333334,0,0
164c06d8-3ddd-45d3-a67d-c285edf5daa9,34.06868743333334,-118.43017578333333,0,0
6a05b7e9-8af2-4f40-9136-70a5938a3962,34.10892868333334,-118.32862853333333,0,0
811d628e-3549-4b62-8701-90a30d28c7f6,34.04498671666667,-118.26399231666667,0,0
d6f38524-79b3-4f8a-a887-2e4fd3ffd2c5,34.0346489,-118.23262786666668,0,0
758af91a-b494-4fe4-ba64-c970ab60107a,34.06810378333333,-118.45052338333335,0,0
98cebbe7-5cc2-4bf6-bd05-24e4147a2921,34.026271816666664,-118.3718872,0,0
a8c95dbd-62a2-4867-8b97-9824c1318e93,34.04156493333333,-118.26656341666667,0,0
94834ab5-2532-470b-8200-6e3a00985a8c,34.04423905,-118.26475525,0,0
e1343dca-d24d-43c1-947d-79374d9aa281,34.04486083333334,-118.24948119999999,0,0
e35861df-3545-4953-b6bf-1cba3afc7ffb,33.96829,-118.4187725,0,0
1abd7cbc-8333-492c-8c04-09343e1b3dea,33.98957061666667,-118.47369384999999,0,0
d26bb9e3-2d2a-4cfa-bcf4-44495c415f45,33.993946083333334,-118.45230103333333,0,0
2e174f6a-d2b7-4034-8838-2b40fa82c1e0,34.04471588333333,-118.24948119999999,0,0
